Locus_id	Unique_rowname
DN128243|c2_g1	FBXL2_PONAB DN128243|c2_g1
DN128244|c0_g1	DN128244|c0_g1
DN128245|c0_g1	BTBD2_HUMAN DN128245|c0_g1
DN128245|c1_g2	SYEP_HUMAN DN128245|c1_g2
DN128246|c2_g1	NSMA3_DANRE DN128246|c2_g1
DN128247|c0_g1	RHOU_BOVIN DN128247|c0_g1
DN128248|c2_g1	CADH9_HUMAN DN128248|c2_g1
DN128248|c3_g1	SERHL_DANRE DN128248|c3_g1
DN128249|c0_g1	DN128249|c0_g1
DN128249|c8_g1	SFXN5_RAT DN128249|c8_g1
DN128251|c0_g1	UBP8_HUMAN DN128251|c0_g1
DN128252|c1_g6	DN128252|c1_g6
DN128253|c0_g1	DN128253|c0_g1
DN128255|c1_g1	PGM1_MACFA DN128255|c1_g1
DN128255|c1_g2	PGM1_MOUSE DN128255|c1_g2
DN128257|c1_g1	DN128257|c1_g1
DN128257|c2_g1	STXB_SYNHO DN128257|c2_g1
DN128257|c3_g1	KDSR_HUMAN DN128257|c3_g1
DN128257|c4_g1	EPS15_HUMAN DN128257|c4_g1
DN128258|c0_g3	THEM6_DANRE DN128258|c0_g3
DN128259|c3_g1	DN128259|c3_g1
DN128260|c0_g1	HVM63_MOUSE DN128260|c0_g1
DN128260|c1_g2	HV333_HUMAN DN128260|c1_g2
DN128261|c1_g2	DN128261|c1_g2
DN128261|c1_g3	DN128261|c1_g3
DN128261|c2_g3	RL32_ICTPU DN128261|c2_g3
DN128262|c0_g1	YLAT1_RAT DN128262|c0_g1
DN128263|c0_g1	TAP2_HUMAN DN128263|c0_g1
DN128263|c0_g4	ACSF2_DANRE DN128263|c0_g4
DN128264|c0_g1	BAG6_DANRE DN128264|c0_g1
DN128265|c0_g3	UXT_BOVIN DN128265|c0_g3
DN128265|c0_g4	DN128265|c0_g4
DN128267|c1_g1	DN128267|c1_g1
DN128269|c1_g3	IFI6_HUMAN DN128269|c1_g3
DN128271|c4_g1	TELO2_DANRE DN128271|c4_g1
DN128273|c1_g1	GRAA_BOVIN DN128273|c1_g1
DN128273|c1_g2	GRAK_RAT DN128273|c1_g2
DN128273|c1_g3	GRAA_HUMAN DN128273|c1_g3
DN128274|c3_g1	CHFR_DANRE DN128274|c3_g1
DN128275|c2_g1	DN128275|c2_g1
DN128275|c3_g1	GCSP_CHICK DN128275|c3_g1
DN128275|c4_g1	DN128275|c4_g1
DN128276|c0_g1	JADE2_MOUSE DN128276|c0_g1
DN128276|c0_g2	DN128276|c0_g2
DN128277|c2_g4	ZO19_XENLA DN128277|c2_g4
DN128277|c2_g5	DN128277|c2_g5
DN128277|c2_g7	DN128277|c2_g7
DN128278|c3_g1	CLC4F_HUMAN DN128278|c3_g1
DN128278|c4_g4	DN128278|c4_g4
DN128279|c2_g3	DN128279|c2_g3
DN128280|c0_g1	ZN598_DANRE DN128280|c0_g1
DN128281|c0_g1	FLNC_HUMAN DN128281|c0_g1
DN128283|c1_g1	GNPTA_DANRE DN128283|c1_g1
DN128283|c1_g4	DN128283|c1_g4
DN128284|c0_g1	GIMA7_HUMAN DN128284|c0_g1
DN128285|c4_g7	DN128285|c4_g7
DN128285|c5_g1	HTR1A_DANRE DN128285|c5_g1
DN128285|c5_g2	HTR1A_DANRE DN128285|c5_g2
DN128286|c2_g2	UMAD1_HUMAN DN128286|c2_g2
DN128286|c2_g3	DN128286|c2_g3
DN128288|c1_g1	SYF1_HUMAN DN128288|c1_g1
DN128289|c0_g1	AL4A1_DANRE DN128289|c0_g1
DN128289|c0_g3	LEG9_HUMAN DN128289|c0_g3
DN128290|c0_g2	EOGT_BOVIN DN128290|c0_g2
DN128291|c0_g1	DN128291|c0_g1
DN128291|c2_g1	RTJK_DROME DN128291|c2_g1
DN128291|c2_g4	DN128291|c2_g4
DN128291|c2_g5	DN128291|c2_g5
DN128292|c1_g1	ATG4D_HUMAN DN128292|c1_g1
DN128293|c0_g1	MAP1B_HUMAN DN128293|c0_g1
DN128294|c0_g2	DCC1_DANRE DN128294|c0_g2
DN128294|c0_g3	RIR2_DANRE DN128294|c0_g3
DN128297|c0_g1	S39AB_HUMAN DN128297|c0_g1
DN128297|c1_g1	G2E3_MACFA DN128297|c1_g1
DN128298|c10_g2	LIMS1_MOUSE DN128298|c10_g2
DN128298|c4_g1	DN128298|c4_g1
DN128298|c8_g1	NDUB2_GORGO DN128298|c8_g1
DN128299|c0_g1	F102B_HUMAN DN128299|c0_g1
DN128299|c1_g1	AAK1_HUMAN DN128299|c1_g1
DN128300|c0_g1	SOGA1_MOUSE DN128300|c0_g1
DN128300|c0_g2	DN128300|c0_g2
DN128302|c0_g1	MKROS_HUMAN DN128302|c0_g1
DN128303|c3_g1	T184C_CHICK DN128303|c3_g1
DN128304|c1_g2	DN128304|c1_g2
DN128304|c2_g3	RM53_BOVIN DN128304|c2_g3
DN128305|c0_g1	DN128305|c0_g1
DN128305|c1_g2	HRH3_CAVPO DN128305|c1_g2
DN128306|c0_g2	MRS2_RAT DN128306|c0_g2
DN128307|c0_g3	BT2A1_HUMAN DN128307|c0_g3
DN128307|c0_g4	BTNL8_HUMAN DN128307|c0_g4
DN128307|c0_g7	DN128307|c0_g7
DN128308|c0_g1	B3AT_ONCMY DN128308|c0_g1
DN128309|c1_g1	SHLB2_HUMAN DN128309|c1_g1
DN128312|c2_g3	DN128312|c2_g3
DN128312|c2_g6	DN128312|c2_g6
DN128314|c0_g1	TNS2_HUMAN DN128314|c0_g1
DN128314|c0_g2	PTER_TETNG DN128314|c0_g2
DN128316|c0_g1	SRCA_MOUSE DN128316|c0_g1
DN128317|c9_g8	DN128317|c9_g8
DN128318|c1_g1	DN128318|c1_g1
DN128318|c2_g2	CTND2_HUMAN DN128318|c2_g2
DN128319|c8_g1	RND3_RAT DN128319|c8_g1
DN128320|c4_g5	DN128320|c4_g5
DN128322|c2_g1	DN128322|c2_g1
DN128322|c2_g3	GNB5A_DANRE DN128322|c2_g3
DN128323|c2_g1	DTX3_MOUSE DN128323|c2_g1
DN128324|c1_g1	T179A_DANRE DN128324|c1_g1
DN128325|c0_g1	S15A4_MOUSE DN128325|c0_g1
DN128326|c1_g1	ATP9A_HUMAN DN128326|c1_g1
DN128327|c2_g1	MLE3_CHERA DN128327|c2_g1
DN128328|c4_g2	DN128328|c4_g2
DN128329|c0_g1	NCBP1_SALSA DN128329|c0_g1
DN128330|c3_g2	5NT1B_MOUSE DN128330|c3_g2
DN128330|c3_g4	FMC1_XENTR DN128330|c3_g4
DN128331|c5_g1	DN128331|c5_g1
DN128331|c5_g4	DN128331|c5_g4
DN128333|c1_g2	DN128333|c1_g2
DN128335|c0_g2	DN128335|c0_g2
DN128336|c0_g2	RPGF4_HUMAN DN128336|c0_g2
DN128339|c0_g2	ADA19_HUMAN DN128339|c0_g2
DN128341|c1_g2	MED14_HUMAN DN128341|c1_g2
DN128341|c1_g3	DN128341|c1_g3
DN128343|c1_g1	LORF2_HUMAN DN128343|c1_g1
DN128343|c2_g2	GATA_DANRE DN128343|c2_g2
DN128345|c0_g1	AGTR2_HUMAN DN128345|c0_g1
DN128346|c0_g1	DN128346|c0_g1
DN128346|c2_g1	DN128346|c2_g1
DN128348|c2_g4	IBP3_HUMAN DN128348|c2_g4
DN128349|c0_g1	PAXB1_HUMAN DN128349|c0_g1
DN128350|c2_g2	DSRAD_HUMAN DN128350|c2_g2
DN128351|c0_g1	DN128351|c0_g1
DN128352|c1_g1	DN128352|c1_g1
DN128354|c2_g1	ZN155_HUMAN DN128354|c2_g1
DN128355|c0_g1	SR1IP_DANRE DN128355|c0_g1
DN128357|c2_g1	ARHGQ_HUMAN DN128357|c2_g1
DN128358|c0_g1	VS10L_HUMAN DN128358|c0_g1
DN128360|c3_g1	DN128360|c3_g1
DN128360|c4_g2	QSPP_BOVIN DN128360|c4_g2
DN128360|c4_g4	QSPP_BOVIN DN128360|c4_g4
DN128361|c0_g1	NCKP1_DANRE DN128361|c0_g1
DN128362|c2_g1	STK35_MOUSE DN128362|c2_g1
DN128362|c2_g3	DN128362|c2_g3
DN128363|c3_g1	DN128363|c3_g1
DN128363|c3_g2	ASB6_PONAB DN128363|c3_g2
DN128364|c4_g1	CAN2_RAT DN128364|c4_g1
DN128364|c4_g2	CANX_CHICK DN128364|c4_g2
DN128365|c0_g1	C3AR_DANRE DN128365|c0_g1
DN128366|c12_g1	DN128366|c12_g1
DN128367|c0_g1	S12A8_XENLA DN128367|c0_g1
DN128368|c0_g1	LAMA3_HUMAN DN128368|c0_g1
DN128369|c1_g1	VRK2_HUMAN DN128369|c1_g1
DN128369|c1_g2	VRK1_DANRE DN128369|c1_g2
DN128372|c1_g1	XDH_CHICK DN128372|c1_g1
DN128373|c0_g1	NRCAM_RAT DN128373|c0_g1
DN128375|c0_g1	HEAT6_DANRE DN128375|c0_g1
DN128376|c0_g1	DN128376|c0_g1
DN128376|c2_g1	DN128376|c2_g1
DN128376|c2_g3	RTL1_HUMAN DN128376|c2_g3
DN128376|c2_g4	PEG10_HUMAN DN128376|c2_g4
DN128378|c0_g1	DN128378|c0_g1
DN128378|c0_g2	DN128378|c0_g2
DN128379|c0_g2	CAC1D_RAT DN128379|c0_g2
DN128379|c0_g4	CAC1D_CHICK DN128379|c0_g4
DN128380|c1_g3	KIFA3_HUMAN DN128380|c1_g3
DN128381|c0_g1	KIF1A_HUMAN DN128381|c0_g1
DN128382|c0_g1	THA10_HUMAN DN128382|c0_g1
DN128382|c1_g1	SCAM1_PIG DN128382|c1_g1
DN128383|c3_g1	PGGHG_DANRE DN128383|c3_g1
DN128384|c3_g6	DN128384|c3_g6
DN128385|c0_g1	SCAP_XENLA DN128385|c0_g1
DN128387|c0_g1	RL37P_RAT DN128387|c0_g1
DN128387|c0_g3	CF410_HUMAN DN128387|c0_g3
DN128388|c2_g1	MOB3C_BOVIN DN128388|c2_g1
DN128388|c2_g2	PGBD2_HUMAN DN128388|c2_g2
DN128389|c0_g1	NF2L1_HUMAN DN128389|c0_g1
DN128390|c1_g2	BARX1_DANRE DN128390|c1_g2
DN128390|c1_g4	UBR2_MOUSE DN128390|c1_g4
DN128393|c3_g1	DN128393|c3_g1
DN128394|c0_g1	ACVR1_HUMAN DN128394|c0_g1
DN128395|c3_g4	TCB1_CAEBR DN128395|c3_g4
DN128395|c3_g5	DN128395|c3_g5
DN128395|c4_g1	DN128395|c4_g1
DN128396|c2_g1	SORC3_HUMAN DN128396|c2_g1
DN128397|c4_g1	ZN554_HUMAN DN128397|c4_g1
DN128397|c5_g1	UBC12_XENTR DN128397|c5_g1
DN128398|c6_g2	DN128398|c6_g2
DN128399|c1_g1	PTN12_MOUSE DN128399|c1_g1
DN128400|c1_g1	EZRI_HUMAN DN128400|c1_g1
DN128400|c1_g2	RADI_BOVIN DN128400|c1_g2
DN128400|c1_g5	MOES_MOUSE DN128400|c1_g5
DN128401|c3_g6	KBTB7_HUMAN DN128401|c3_g6
DN128403|c0_g1	FOXN4_MOUSE DN128403|c0_g1
DN128404|c0_g1	ORC2_XENLA DN128404|c0_g1
DN128404|c0_g2	SNRK_HUMAN DN128404|c0_g2
DN128404|c0_g3	CNOT4_HUMAN DN128404|c0_g3
DN128405|c7_g1	M4K5_MOUSE DN128405|c7_g1
DN128405|c7_g2	DN128405|c7_g2
DN128406|c7_g1	F26_LITCT DN128406|c7_g1
DN128406|c7_g2	F264_HUMAN DN128406|c7_g2
DN128407|c0_g1	EFR3B_DANRE DN128407|c0_g1
DN128409|c2_g2	DUS14_HUMAN DN128409|c2_g2
DN128409|c2_g3	PS11A_DANRE DN128409|c2_g3
DN128410|c6_g2	RN19A_HUMAN DN128410|c6_g2
DN128411|c2_g1	N4BP1_DANRE DN128411|c2_g1
DN128412|c1_g3	ZBED1_HUMAN DN128412|c1_g3
DN128412|c1_g4	GIMA4_MOUSE DN128412|c1_g4
DN128413|c3_g2	TMX3_XENLA DN128413|c3_g2
DN128414|c3_g1	ZDBF2_HUMAN DN128414|c3_g1
DN128416|c11_g3	DN128416|c11_g3
DN128417|c1_g1	WDR20_HUMAN DN128417|c1_g1
DN128417|c4_g1	WDR90_XENTR DN128417|c4_g1
DN128419|c4_g1	PYM1B_SALSA DN128419|c4_g1
DN128420|c1_g2	ACBD6_DANRE DN128420|c1_g2
DN128421|c0_g2	NT5D1_MOUSE DN128421|c0_g2
DN128421|c1_g1	CP26C_HUMAN DN128421|c1_g1
DN128421|c2_g1	DN128421|c2_g1
DN128421|c2_g2	TV381_HUMAN DN128421|c2_g2
DN128422|c1_g1	APC7_MOUSE DN128422|c1_g1
DN128422|c2_g1	DDX12_HUMAN DN128422|c2_g1
DN128423|c3_g1	TBCD7_DANRE DN128423|c3_g1
DN128423|c4_g1	STX2_HUMAN DN128423|c4_g1
DN128423|c4_g2	SSRA_ONCMY DN128423|c4_g2
DN128424|c0_g1	I2B2B_DANRE DN128424|c0_g1
DN128424|c0_g2	I2BP1_DANRE DN128424|c0_g2
DN128426|c0_g1	MALT1_HUMAN DN128426|c0_g1
DN128427|c0_g1	DN128427|c0_g1
DN128427|c0_g3	DN128427|c0_g3
DN128427|c0_g7	DN128427|c0_g7
DN128428|c1_g1	DN128428|c1_g1
DN128429|c1_g1	NMNA1_HUMAN DN128429|c1_g1
DN128429|c1_g7	MK14A_CYPCA DN128429|c1_g7
DN128430|c2_g1	MTMRA_DANRE DN128430|c2_g1
DN128431|c2_g1	DN128431|c2_g1
DN128431|c3_g1	MGST2_BOVIN DN128431|c3_g1
DN128431|c3_g2	FHL2_HUMAN DN128431|c3_g2
DN128433|c3_g1	DN128433|c3_g1
DN128433|c3_g2	DN128433|c3_g2
DN128434|c1_g6	DN128434|c1_g6
DN128435|c0_g1	TEN1_CHICK DN128435|c0_g1
DN128435|c0_g3	TEN3_DANRE DN128435|c0_g3
DN128436|c3_g1	GNA13_MOUSE DN128436|c3_g1
DN128436|c3_g2	GNA13_HUMAN DN128436|c3_g2
DN128437|c0_g1	TAF4_HUMAN DN128437|c0_g1
DN128438|c4_g1	CLC4E_RAT DN128438|c4_g1
DN128440|c0_g1	MRC1_HUMAN DN128440|c0_g1
DN128442|c1_g1	SMUF2_DANRE DN128442|c1_g1
DN128442|c1_g2	DN128442|c1_g2
DN128442|c1_g4	SMUF2_DANRE DN128442|c1_g4
DN128443|c2_g2	V2R1_MOUSE DN128443|c2_g2
DN128444|c1_g1	PERT_RAT DN128444|c1_g1
DN128445|c4_g1	PAIP1_MOUSE DN128445|c4_g1
DN128446|c1_g1	DN128446|c1_g1
DN128446|c2_g1	SEM3E_MOUSE DN128446|c2_g1
DN128447|c0_g1	DN128447|c0_g1
DN128448|c0_g1	DN128448|c0_g1
DN128449|c0_g1	CD82_RAT DN128449|c0_g1
DN128450|c2_g1	TOPK_DANRE DN128450|c2_g1
DN128452|c1_g2	DN128452|c1_g2
DN128452|c5_g1	SAAL1_DANRE DN128452|c5_g1
DN128454|c1_g4	DN128454|c1_g4
DN128455|c3_g1	DN128455|c3_g1
DN128456|c2_g1	LKHA4_HUMAN DN128456|c2_g1
DN128457|c0_g1	PPM1G_BOVIN DN128457|c0_g1
DN128457|c0_g2	EPHA3_DANRE DN128457|c0_g2
DN128458|c1_g1	SNR48_HUMAN DN128458|c1_g1
DN128459|c1_g2	AGO2_HUMAN DN128459|c1_g2
DN128460|c0_g1	GRM2A_MOUSE DN128460|c0_g1
DN128461|c1_g2	DN128461|c1_g2
DN128461|c1_g3	DN128461|c1_g3
DN128461|c1_g4	DN128461|c1_g4
DN128461|c1_g5	DN128461|c1_g5
DN128462|c0_g1	KLH13_BOVIN DN128462|c0_g1
DN128463|c0_g1	DN128463|c0_g1
DN128464|c1_g2	PNISR_MOUSE DN128464|c1_g2
DN128464|c1_g4	FMNL1_HUMAN DN128464|c1_g4
DN128464|c1_g5	TM216_DANRE DN128464|c1_g5
DN128467|c0_g1	MA2A2_HUMAN DN128467|c0_g1
DN128468|c0_g1	SI1L1_HUMAN DN128468|c0_g1
DN128470|c0_g1	S39A6_MOUSE DN128470|c0_g1
DN128470|c0_g2	DN128470|c0_g2
DN128470|c0_g3	DN128470|c0_g3
DN128471|c1_g1	DN128471|c1_g1
DN128472|c2_g3	AGRG3_MOUSE DN128472|c2_g3
DN128472|c2_g4	AGRG5_MOUSE DN128472|c2_g4
DN128473|c4_g1	DN128473|c4_g1
DN128474|c0_g1	DN128474|c0_g1
DN128474|c1_g2	UBR7_HUMAN DN128474|c1_g2
DN128474|c1_g3	DN128474|c1_g3
DN128475|c0_g2	HECD1_HUMAN DN128475|c0_g2
DN128475|c0_g3	HIKES_XENTR DN128475|c0_g3
DN128476|c1_g1	OPA3_DANRE DN128476|c1_g1
DN128477|c0_g1	ADCK1_MOUSE DN128477|c0_g1
DN128478|c1_g1	DN128478|c1_g1
DN128478|c3_g2	ACD11_CAEEL DN128478|c3_g2
DN128479|c3_g1	DN128479|c3_g1
DN128479|c4_g1	KCND1_BOVIN DN128479|c4_g1
DN128479|c4_g2	QRIC2_HUMAN DN128479|c4_g2
DN128479|c5_g1	CWC25_MOUSE DN128479|c5_g1
DN128480|c3_g1	LORF2_HUMAN DN128480|c3_g1
DN128480|c4_g2	ELN_HUMAN DN128480|c4_g2
DN128481|c2_g8	DN128481|c2_g8
DN128483|c0_g1	DN128483|c0_g1
DN128485|c3_g1	JADE1_DANRE DN128485|c3_g1
DN128487|c1_g1	ZO20_XENLA DN128487|c1_g1
DN128487|c1_g2	OZF_BOVIN DN128487|c1_g2
DN128487|c2_g2	ZN845_HUMAN DN128487|c2_g2
DN128487|c2_g4	OZF_BOVIN DN128487|c2_g4
DN128487|c3_g1	Z585A_HUMAN DN128487|c3_g1
DN128487|c4_g1	ZFP2_HUMAN DN128487|c4_g1
DN128489|c0_g2	DN128489|c0_g2
DN128490|c8_g1	MMSA_RAT DN128490|c8_g1
DN128491|c7_g3	CLD34_HUMAN DN128491|c7_g3
DN128494|c0_g1	KC1DA_DANRE DN128494|c0_g1
DN128495|c4_g3	PTN2_HUMAN DN128495|c4_g3
DN128496|c10_g1	ERCC3_DANRE DN128496|c10_g1
DN128496|c8_g2	ACH10_CHICK DN128496|c8_g2
DN128498|c3_g1	NOSIP_DANRE DN128498|c3_g1
DN128498|c4_g1	PCDP1_HUMAN DN128498|c4_g1
DN128500|c0_g1	DN128500|c0_g1
DN128500|c2_g2	DN128500|c2_g2
DN128500|c2_g3	DN128500|c2_g3
DN128500|c2_g6	DN128500|c2_g6
DN128502|c0_g1	DN128502|c0_g1
DN128502|c1_g1	CD4_PANTR DN128502|c1_g1
DN128502|c1_g2	DN128502|c1_g2
DN128502|c1_g4	MPZL3_XENLA DN128502|c1_g4
DN128503|c3_g1	MERTK_MOUSE DN128503|c3_g1
DN128503|c3_g2	RYK_AVIR3 DN128503|c3_g2
DN128504|c0_g2	DN128504|c0_g2
DN128505|c0_g1	ABR_BOVIN DN128505|c0_g1
DN128507|c0_g1	PGTA_PIG DN128507|c0_g1
DN128509|c2_g3	DN128509|c2_g3
DN128510|c3_g1	SH3G3_HUMAN DN128510|c3_g1
DN128511|c0_g1	POLX_TOBAC DN128511|c0_g1
DN128512|c0_g3	DN128512|c0_g3
DN128513|c6_g2	DN128513|c6_g2
DN128514|c0_g1	IFI44_HUMAN DN128514|c0_g1
DN128514|c0_g2	IFI44_MOUSE DN128514|c0_g2
DN128515|c0_g1	SN_PIG DN128515|c0_g1
DN128516|c1_g1	PALM_CHICK DN128516|c1_g1
DN128516|c2_g1	CLN3_CANLF DN128516|c2_g1
DN128517|c1_g1	TMC7_CHICK DN128517|c1_g1
DN128518|c2_g1	C209D_MOUSE DN128518|c2_g1
DN128520|c1_g1	DN128520|c1_g1
DN128520|c2_g1	WNK3_HUMAN DN128520|c2_g1
DN128521|c2_g1	BTBD1_MOUSE DN128521|c2_g1
DN128522|c3_g2	PRP4_BOVIN DN128522|c3_g2
DN128524|c0_g2	RIPR1_RAT DN128524|c0_g2
DN128526|c0_g1	TRIM1_HUMAN DN128526|c0_g1
DN128527|c1_g1	DN128527|c1_g1
DN128527|c2_g3	GP155_HUMAN DN128527|c2_g3
DN128528|c8_g1	SHOC2_BOVIN DN128528|c8_g1
DN128529|c2_g1	DEPD5_HUMAN DN128529|c2_g1
DN128530|c0_g2	GLYG_RABIT DN128530|c0_g2
DN128532|c2_g1	CD38_MOUSE DN128532|c2_g1
DN128532|c2_g3	CD38_HUMAN DN128532|c2_g3
DN128533|c0_g2	PACS2_HUMAN DN128533|c0_g2
DN128533|c0_g3	PACS1_HUMAN DN128533|c0_g3
DN128534|c0_g1	LRC58_XENLA DN128534|c0_g1
DN128536|c1_g1	SN_HUMAN DN128536|c1_g1
DN128537|c1_g1	GIMA7_HUMAN DN128537|c1_g1
DN128537|c1_g2	NF1_HUMAN DN128537|c1_g2
DN128537|c1_g3	ATD1B_DANRE DN128537|c1_g3
DN128539|c1_g5	DN128539|c1_g5
DN128539|c2_g2	DN128539|c2_g2
DN128540|c3_g3	DN128540|c3_g3
DN128541|c2_g2	DN128541|c2_g2
DN128542|c2_g2	HEXD_HUMAN DN128542|c2_g2
DN128543|c1_g1	DN128543|c1_g1
DN128543|c1_g4	POL_MLVBM DN128543|c1_g4
DN128543|c1_g8	POL_GALV DN128543|c1_g8
DN128544|c0_g1	DN128544|c0_g1
DN128545|c0_g3	GFRA2_HUMAN DN128545|c0_g3
DN128545|c1_g1	LBH_PONAB DN128545|c1_g1
DN128547|c1_g1	SIAH2_DANRE DN128547|c1_g1
DN128547|c1_g3	ANO5_HUMAN DN128547|c1_g3
DN128547|c1_g4	SIAH1_DANRE DN128547|c1_g4
DN128548|c0_g1	NPY1R_CAVPO DN128548|c0_g1
DN128549|c1_g1	PACS2_HUMAN DN128549|c1_g1
DN128550|c0_g2	MYLK4_HUMAN DN128550|c0_g2
DN128552|c4_g1	CRA1B_DANRE DN128552|c4_g1
DN128554|c0_g1	SRAC1_DANRE DN128554|c0_g1
DN128555|c0_g1	TRAK1_HUMAN DN128555|c0_g1
DN128556|c0_g3	NXPE3_DANRE DN128556|c0_g3
DN128556|c0_g7	NXPE3_DANRE DN128556|c0_g7
DN128556|c0_g9	NXPE3_HUMAN DN128556|c0_g9
DN128557|c3_g1	DN128557|c3_g1
DN128557|c4_g1	PFKAP_RABIT DN128557|c4_g1
DN128557|c5_g1	YTX2_XENLA DN128557|c5_g1
DN128558|c1_g1	RASA2_HUMAN DN128558|c1_g1
DN128559|c0_g2	TCB1_CAEBR DN128559|c0_g2
DN128559|c0_g4	LORF2_MOUSE DN128559|c0_g4
DN128559|c1_g1	UFL1_DANRE DN128559|c1_g1
DN128560|c0_g1	ESCO2_DANRE DN128560|c0_g1
DN128562|c0_g1	MTMR3_HUMAN DN128562|c0_g1
DN128563|c0_g1	HCAR2_MOUSE DN128563|c0_g1
DN128563|c0_g2	HCAR1_MOUSE DN128563|c0_g2
DN128563|c1_g1	HCAR2_HUMAN DN128563|c1_g1
DN128564|c0_g1	DN128564|c0_g1
DN128565|c0_g1	ZN248_PONAB DN128565|c0_g1
DN128565|c1_g2	DN128565|c1_g2
DN128565|c1_g4	DN128565|c1_g4
DN128565|c1_g7	DN128565|c1_g7
DN128567|c1_g2	CSKMT_DANRE DN128567|c1_g2
DN128567|c2_g1	LRC29_HUMAN DN128567|c2_g1
DN128568|c1_g1	KCND2_HUMAN DN128568|c1_g1
DN128568|c2_g1	GTPB3_DANRE DN128568|c2_g1
DN128569|c0_g1	DMAC1_MOUSE DN128569|c0_g1
DN128569|c0_g6	BTD_TAKRU DN128569|c0_g6
DN128570|c6_g2	DN128570|c6_g2
DN128570|c7_g1	CX038_MOUSE DN128570|c7_g1
DN128571|c4_g2	DN128571|c4_g2
DN128571|c4_g5	ZN33A_HUMAN DN128571|c4_g5
DN128572|c1_g1	SFR19_HUMAN DN128572|c1_g1
DN128572|c2_g2	GT252_MOUSE DN128572|c2_g2
DN128574|c0_g2	HLAB_HUMAN DN128574|c0_g2
DN128574|c2_g1	HA1K_MOUSE DN128574|c2_g1
DN128575|c3_g1	DN128575|c3_g1
DN128575|c7_g3	DN128575|c7_g3
DN128576|c0_g1	PCD20_HUMAN DN128576|c0_g1
DN128577|c0_g1	DN128577|c0_g1
DN128578|c0_g1	CP4F3_MOUSE DN128578|c0_g1
DN128580|c0_g2	CO039_MOUSE DN128580|c0_g2
DN128581|c0_g1	PLXB1_HUMAN DN128581|c0_g1
DN128581|c0_g3	PLXB1_HUMAN DN128581|c0_g3
DN128582|c0_g1	HOOK1_DANRE DN128582|c0_g1
DN128584|c0_g2	SRGEF_MOUSE DN128584|c0_g2
DN128585|c0_g1	CXXC4_XENTR DN128585|c0_g1
DN128585|c1_g1	FUCO2_HUMAN DN128585|c1_g1
DN128586|c0_g1	PUS7L_DANRE DN128586|c0_g1
DN128587|c2_g1	NFX1_BOVIN DN128587|c2_g1
DN128588|c1_g1	DN128588|c1_g1
DN128588|c2_g1	CP3AR_ONCMY DN128588|c2_g1
DN128589|c2_g1	DYN1_BOVIN DN128589|c2_g1
DN128589|c3_g1	CLD4_BOVIN DN128589|c3_g1
DN128590|c3_g1	DN128590|c3_g1
DN128590|c4_g1	DN128590|c4_g1
DN128590|c5_g1	POL_KORV DN128590|c5_g1
DN128591|c0_g1	FEM1C_MOUSE DN128591|c0_g1
DN128592|c6_g1	FBLN2_HUMAN DN128592|c6_g1
DN128593|c4_g1	DN128593|c4_g1
DN128594|c2_g1	HUWE1_HUMAN DN128594|c2_g1
DN128595|c4_g1	MOG_BOVIN DN128595|c4_g1
DN128595|c4_g3	RTJK_DROFU DN128595|c4_g3
DN128595|c4_g5	DN128595|c4_g5
DN128596|c1_g1	LDB3_MOUSE DN128596|c1_g1
DN128597|c1_g1	RHG27_HUMAN DN128597|c1_g1
DN128598|c7_g2	DN128598|c7_g2
DN128599|c1_g1	HMR1_RAT DN128599|c1_g1
DN128601|c6_g1	CP2K1_ONCMY DN128601|c6_g1
DN128602|c2_g1	ELP6_DANRE DN128602|c2_g1
DN128603|c4_g2	TVB66_HUMAN DN128603|c4_g2
DN128603|c5_g1	GARE1_DANRE DN128603|c5_g1
DN128604|c3_g2	NLK2_XENTR DN128604|c3_g2
DN128606|c4_g3	KCJ10_HUMAN DN128606|c4_g3
DN128607|c1_g1	YWRD_BACSU DN128607|c1_g1
DN128608|c1_g1	PKD2_ORYLA DN128608|c1_g1
DN128609|c10_g1	DN128609|c10_g1
DN128609|c8_g1	FA20A_HUMAN DN128609|c8_g1
DN128610|c0_g1	MED4_DANRE DN128610|c0_g1
DN128611|c2_g3	TNIP2_MOUSE DN128611|c2_g3
DN128612|c1_g1	ZN271_PONAB DN128612|c1_g1
DN128612|c1_g2	DN128612|c1_g2
DN128613|c4_g1	TCB1_CAEBR DN128613|c4_g1
DN128613|c6_g1	CO5_MOUSE DN128613|c6_g1
DN128615|c0_g1	U520_HUMAN DN128615|c0_g1
DN128616|c4_g3	DN128616|c4_g3
DN128617|c1_g1	DN128617|c1_g1
DN128617|c4_g1	DN128617|c4_g1
DN128618|c0_g3	S238B_DANRE DN128618|c0_g3
DN128619|c2_g1	DN128619|c2_g1
DN128619|c3_g1	PI42A_CHICK DN128619|c3_g1
DN128620|c2_g2	MTP_MEGAM DN128620|c2_g2
DN128620|c4_g1	NMT1_RAT DN128620|c4_g1
DN128621|c0_g1	RL6_HUMAN DN128621|c0_g1
DN128622|c0_g1	TPM1_PIG DN128622|c0_g1
DN128625|c1_g1	DDX42_HUMAN DN128625|c1_g1
DN128625|c2_g1	ARID2_HUMAN DN128625|c2_g1
DN128627|c0_g1	SMYD4_MOUSE DN128627|c0_g1
DN128628|c0_g1	HELZ_DANRE DN128628|c0_g1
