Gene ID	Organism	Score	E-Value	Curated GO Functions	Curated GO Processes	Curated GO Components	Computed GO Components	Computed GO Functions	Computed GO Processes	# TM Domains	SignalP Peptide	PFam ID	Interpro ID	PFam Description	Interpro Description	Genomic Sequence ID	Gene Name or Symbol	Ortholog Group	Ortholog count	Paralog count	EC numbers from OrthoMCL	EC numbers
DIURU_001843	Diutina rugosa CBS 613	571	0E0	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	SWFT01000053	N/A	OG6_105688	1475	4	N/A	N/A
DIURU_001881	Diutina rugosa CBS 613	111	1E-26	N/A	N/A	N/A	integral component of membrane	N/A	N/A	4	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	SWFT01000056	N/A	OG6_105688	1475	4	N/A	N/A
DIURU_003188	Diutina rugosa CBS 613	468	6E-158	N/A	N/A	N/A	integral component of membrane	N/A	N/A	10	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	SWFT01000102	N/A	OG6_105688	1475	4	N/A	N/A
DIURU_003684	Diutina rugosa CBS 613	417	6E-137	N/A	N/A	N/A	integral component of membrane	N/A	N/A	12	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	SWFT01000107	N/A	OG6_105688	1475	4	N/A	N/A
DIZ76_011210	Coccidioides immitis WA_211	180	4E-47	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	RHJW02000001	N/A	OG6_105688	1475	4	N/A	N/A
DIZ76_011771	Coccidioides immitis WA_211	225	3E-63	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	RHJW02000001	N/A	OG6_105688	1475	4	N/A	N/A
DIZ76_011840	Coccidioides immitis WA_211	170	1E-43	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	RHJW02000001	N/A	OG6_105688	1475	4	N/A	N/A
DIZ76_012629	Coccidioides immitis WA_211	162	8E-41	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF06609	IPR010573;IPR036259	Major facilitator transporter Str1/Tri12-like	Major facilitator transporter Str1/Tri12-like;MFS transporter superfamily	RHJW02000002	N/A	OG6_105688	1475	4	N/A	N/A
DIZ76_014636	Coccidioides immitis WA_211	459	3E-153	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	RHJW02000003	N/A	OG6_105688	1475	4	N/A	N/A
DNF11_2851	Malassezia restricta CBS 7877	121	7E-27	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	CP033152	N/A	OG6_105688	1478	1	N/A	N/A
DNF11_3508	Malassezia restricta CBS 7877	147	2E-35	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	CP033154	N/A	OG6_105688	1478	1	N/A	N/A
DV737_g2179	Chaetothyriales sp. CBS 132003	466	3E-148	N/A	N/A	N/A	mediator complex;membrane	transcription coregulator activity;transmembrane transporter activity	regulation of transcription by RNA polymerase II;transmembrane transport	12	N/A	PF06333;PF07690	IPR009401;IPR011701;IPR036259	Mediator complex subunit Med13, C-terminal;Major facilitator superfamily	Mediator complex subunit Med13, C-terminal;Major facilitator superfamily;MFS transporter superfamily	QRBJ01000015	N/A	OG6_105688	1478	1	N/A	N/A
DV737_g4036	Chaetothyriales sp. CBS 132003	199	6E-52	N/A	N/A	N/A	membrane	serine-type peptidase activity;transmembrane transporter activity	proteolysis;transmembrane transport	11	N/A	PF00326;PF07690	IPR001375;IPR011701;IPR029058;IPR036259	Peptidase S9, prolyl oligopeptidase, catalytic domain;Major facilitator superfamily	Peptidase S9, prolyl oligopeptidase, catalytic domain;Major facilitator superfamily;Alpha/Beta hydrolase fold;MFS transporter superfamily	QRBJ01000040	N/A	OG6_104931	393	1	N/A	N/A
DV737_g5487	Chaetothyriales sp. CBS 132003	148	4E-36	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	QRBJ01000076	N/A	OG6_153020	278	1	N/A	N/A
EMCG_01872	Emmonsia crescens UAMH 3008	469	2E-157	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	LCZI01000922	N/A	OG6_105688	1476	3	N/A	N/A
EMCG_03470	Emmonsia crescens UAMH 3008	249	5E-72	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	LCZI01001194	N/A	OG6_105688	1476	3	N/A	N/A
EMCG_06864	Emmonsia crescens UAMH 3008	161	2E-40	N/A	N/A	N/A	membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	LCZI01000242	N/A	OG6_105688	1476	3	N/A	N/A
EYZ11_002531	Aspergillus tanneri NIH1004	218	8E-61	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	10	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	SOSA01000057	N/A	OG6_105688	1475	4	N/A	N/A
EYZ11_003880	Aspergillus tanneri NIH1004	140	7E-34	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	SOSA01000105	N/A	OG6_153020	278	1	N/A	N/A
EYZ11_005617	Aspergillus tanneri NIH1004	124	8E-28	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	SOSA01000183	N/A	OG6_105688	1475	4	N/A	N/A
EYZ11_008633	Aspergillus tanneri NIH1004	454	9E-152	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	SOSA01000374	N/A	OG6_105688	1475	4	N/A	N/A
EYZ11_008908	Aspergillus tanneri NIH1004	156	8E-39	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	SOSA01000398	N/A	OG6_153020	278	1	N/A	N/A
EYZ11_009125	Aspergillus tanneri NIH1004	216	1E-61	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	SOSA01000417	N/A	OG6_105688	1475	4	N/A	N/A
F4678DRAFT_335062	Xylaria arbuscula CBS 124340	155	2E-38	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	MU279392	N/A	OG6_105688	1476	3	N/A	N/A
F4678DRAFT_425931	Xylaria arbuscula CBS 124340	175	2E-45	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	MU279348	N/A	OG6_105688	1476	3	N/A	N/A
F4678DRAFT_434591	Xylaria arbuscula CBS 124340	154	5E-38	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	MU279357	N/A	OG6_153020	279	0	N/A	N/A
F4678DRAFT_78281	Xylaria arbuscula CBS 124340	291	2E-88	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	MU279354	N/A	OG6_105688	1476	3	N/A	N/A
F503_01467	Ophiostoma piceae UAMH 11346	468	6E-157	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148170	N/A	OG6_105688	1471	8	N/A	N/A
F503_01627	Ophiostoma piceae UAMH 11346	207	3E-57	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF06609;PF07690	IPR010573;IPR011701;IPR036259	Major facilitator transporter Str1/Tri12-like;Major facilitator superfamily	Major facilitator transporter Str1/Tri12-like;Major facilitator superfamily;MFS transporter superfamily	KE148173	N/A	OG6_105688	1471	8	N/A	N/A
F503_02196	Ophiostoma piceae UAMH 11346	123	2E-27	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148156	N/A	OG6_105688	1471	8	N/A	N/A
F503_03037	Ophiostoma piceae UAMH 11346	201	1E-54	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	N/A	13	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	KE148154	N/A	OG6_105688	1471	8	N/A	N/A
F503_03673	Ophiostoma piceae UAMH 11346	156	1E-38	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148160	N/A	OG6_105688	1471	8	N/A	N/A
F503_04536	Ophiostoma piceae UAMH 11346	179	4E-47	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148148	N/A	OG6_153020	278	1	N/A	N/A
F503_04663	Ophiostoma piceae UAMH 11346	158	2E-39	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148162	N/A	OG6_153020	278	1	N/A	N/A
F503_05431	Ophiostoma piceae UAMH 11346	242	3E-68	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148146	N/A	OG6_105688	1471	8	N/A	N/A
F503_06567	Ophiostoma piceae UAMH 11346	141	2E-33	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148176	N/A	OG6_105688	1471	8	N/A	N/A
F503_08173	Ophiostoma piceae UAMH 11346	205	1E-55	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	N/A	12	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	KE148155	N/A	OG6_105688	1471	8	N/A	N/A
F503_08733	Ophiostoma piceae UAMH 11346	199	5E-54	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	KE148177	N/A	OG6_105688	1471	8	N/A	N/A
F9C07_10048	Aspergillus flavus NRRL3357 2020	264	7E-78	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP044622	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_13174	Aspergillus flavus NRRL3357 2020	182	9E-48	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP044616	N/A	OG6_153020	276	3	N/A	N/A
F9C07_190	Aspergillus flavus NRRL3357 2020	144	2E-34	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044619	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2061143	Aspergillus flavus NRRL3357 2020	233	2E-66	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP044619	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2065261	Aspergillus flavus NRRL3357 2020	172	8E-44	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	11	N/A	PF06609;PF15588	IPR010573;IPR020846;IPR028962;IPR036259	Major facilitator transporter Str1/Tri12-like;Immunity protein 10	Major facilitator transporter Str1/Tri12-like;Major facilitator superfamily domain;Immunity protein 10;MFS transporter superfamily	CP044620	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2135561	Aspergillus flavus NRRL3357 2020	431	1E-142	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044619	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2260403	Aspergillus flavus NRRL3357 2020	204	2E-55	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044623	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2280639	Aspergillus flavus NRRL3357 2020	184	1E-48	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	9	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044617	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2282692	Aspergillus flavus NRRL3357 2020	166	3E-42	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP044620	N/A	OG6_153020	276	3	N/A	N/A
F9C07_2282850	Aspergillus flavus NRRL3357 2020	124	6E-28	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044620	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2284724	Aspergillus flavus NRRL3357 2020	171	9E-44	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP044621	N/A	OG6_153020	276	3	N/A	N/A
F9C07_2285513	Aspergillus flavus NRRL3357 2020	190	1E-50	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044621	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2286183	Aspergillus flavus NRRL3357 2020	118	7E-26	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044623	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_2287059	Aspergillus flavus NRRL3357 2020	164	2E-41	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP044616	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_4222	Aspergillus flavus NRRL3357 2020	128	5E-29	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	CP044620	N/A	OG6_105688	1467	12	N/A	N/A
F9C07_5492	Aspergillus flavus NRRL3357 2020	170	1E-43	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF06609	IPR010573;IPR036259	Major facilitator transporter Str1/Tri12-like	Major facilitator transporter Str1/Tri12-like;MFS transporter superfamily	CP044617	N/A	OG6_153020	276	3	N/A	N/A
F9C07_8451	Aspergillus flavus NRRL3357 2020	201	8E-55	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR020846;IPR036259	Major facilitator superfamily	Major facilitator superfamily;Major facilitator superfamily domain;MFS transporter superfamily	CP044623	N/A	OG6_105688	1467	12	N/A	N/A
FCIRC_10688	Fusarium circinatum NRRL 25331	197	6E-53	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000402	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_13348	Fusarium circinatum NRRL 25331	179	4E-47	N/A	N/A	N/A	N/A	N/A	N/A	8	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	JAAQPE010000664	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_13460	Fusarium circinatum NRRL 25331	201	6E-55	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000684	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_15	Fusarium circinatum NRRL 25331	422	3E-134	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	22	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000006	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_1551	Fusarium circinatum NRRL 25331	138	1E-32	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000052	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_2202	Fusarium circinatum NRRL 25331	171	7E-44	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000071	N/A	OG6_153020	277	2	N/A	N/A
FCIRC_3090	Fusarium circinatum NRRL 25331	174	5E-45	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000098	N/A	OG6_153020	277	2	N/A	N/A
FCIRC_3103	Fusarium circinatum NRRL 25331	158	2E-39	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000098	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_3274	Fusarium circinatum NRRL 25331	144	8E-35	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	12	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000100	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_4703	Fusarium circinatum NRRL 25331	442	6E-147	N/A	N/A	N/A	N/A	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR011701;IPR036259	Major facilitator superfamily	Major facilitator superfamily;MFS transporter superfamily	JAAQPE010000151	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_8790	Fusarium circinatum NRRL 25331	178	2E-46	N/A	N/A	N/A	N/A	N/A	N/A	9	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	JAAQPE010000297	N/A	OG6_105688	1471	8	N/A	N/A
FCIRC_9444	Fusarium circinatum NRRL 25331	147	2E-35	N/A	N/A	N/A	N/A	transmembrane transporter activity	N/A	14	N/A	N/A	IPR036259	N/A	MFS transporter superfamily	JAAQPE010000333	N/A	OG6_153020	277	2	N/A	N/A
FFUJ_01055	Fusarium fujikuroi IMI 58289	149	5E-36	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	N/A	14	N/A	N/A	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	HF679023	N/A	OG6_153020	277	2	N/A	N/A
FFUJ_03748	Fusarium fujikuroi IMI 58289	177	6E-46	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	9	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679024	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_04021	Fusarium fujikuroi IMI 58289	409	5E-134	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679024	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_04803	Fusarium fujikuroi IMI 58289	157	5E-39	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679024	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_05517	Fusarium fujikuroi IMI 58289	203	1E-55	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679028	N/A	OG6_531013	35	0	N/A	N/A
FFUJ_05746	Fusarium fujikuroi IMI 58289	179	5E-47	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679028	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_06611	Fusarium fujikuroi IMI 58289	197	3E-53	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	10	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679028	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_10720	Fusarium fujikuroi IMI 58289	158	2E-39	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679032	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_10733	Fusarium fujikuroi IMI 58289	173	1E-44	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679032	N/A	OG6_153020	277	2	N/A	N/A
FFUJ_13003	Fusarium fujikuroi IMI 58289	444	9E-148	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679026	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_14091	Fusarium fujikuroi IMI 58289	191	6E-51	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679034	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_14589	Fusarium fujikuroi IMI 58289	418	1E-137	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	11	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679026	N/A	OG6_105688	1471	8	N/A	N/A
FFUJ_14834	Fusarium fujikuroi IMI 58289	165	8E-42	N/A	N/A	N/A	integral component of membrane	transmembrane transporter activity	transmembrane transport	14	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HF679026	N/A	OG6_153020	277	2	N/A	N/A
FGRAMPH1_01G01375	Fusarium graminearum PH-1	149	5E-36	N/A	N/A	N/A	integral component of membrane;membrane;plasma membrane	iron ion binding;transmembrane transporter activity	ion transport;iron ion homeostasis;iron ion transport;transport	14	N/A	N/A	IPR001411;IPR036259	N/A	Tetracycline resistance protein/drug resistance transporter;MFS transporter superfamily	HG970332	MIR1	OG6_153020	277	2	N/A	N/A
FGRAMPH1_01G05431	Fusarium graminearum PH-1	424	5E-140	N/A	N/A	N/A	cell surface;integral component of membrane;membrane;plasma membrane	ferrichrome transmembrane transporter activity;transmembrane transporter activity;transporter activity	ferrichrome import into cell;response to drug;transmembrane transport;transport	13	N/A	PF07690	IPR001411;IPR011701;IPR036259	Major facilitator superfamily	Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily	HG970332	N/A	OG6_105688	1473	6	N/A	N/A
